Are single sex schools more effective than co-ed schools?	Of course they are not! You probably went to one, that's why ask those questions.	contradict	stance
Are single sex schools more effective than co-ed schools?	Every person has one sexual organ. Therefore single sex.	support	stance
Should musicians be payed for streaming music? (by Apple)	Apple must pay the musicians! It's a rich company that based its business on exploiting people if factories in China, so shameful!	support	stance
Is nuclear power a reasonable energy source?	We have rebuilt in the past. Just look at how areas of Japan have recovered from their Nuclear disasters. Nuclear power could save the lives of millions. You don't want the people who depend on it to lose their jobs or even die do you?	support	stance
Heavy Metal is the best music ever!	I have listened to a lot of music and heavy metal has been the most complex and interesting one so far.  Id say: LETS ROCK,  heavy metal is the best.	support	stance
Has anyone been on the moon?	We have had people on the moon, no matter what conspiracy nuts living in their mother's basements say.	support	stance
Should Germany deport criminal refugees?	Sorry,  but your argument is a racist one.  Germany has already acted like this in the past.  We may not act like this again, if we want to get a better reputation in the world.	contradict	stance
Should Germany deport criminal refugees?	If we allow criminal refugees in germany, something horrible may happen like the Paris shootings. Why would anybody take that risk again?	contradict	stance
Should computers be allowed in class rooms?	Of course they should! Technology is so important today. Do you want your child falling behind the rest of the world?	support	stance
Should we allow animal testing for medical purposes?	Animal testing is something totally unethical and should be banned.	contradict	stance
Should economical growth always be the ultimate goal of every country?	with no environmental protection, we have no future	contradict	stance
Is the oppression of women by men a serious problem?	yes we should thati's ridiculous	contradict	stance
Should computers be allowed in class rooms?	Sure, if they are part of the education...	support	stance
Should non-European immigrans in Europe be accepted?	You might be correct. The best era for European economy was 60s and 70s when there were practically no immigrants.	contradict	stance
Should we allow animal testing for medical purposes?	We should use animals as it is necessary to test.	support	stance
Is there a good reason for the American war on terror?	America helps weak countries to protect themselves against inner terrorism. Otherwise they won't be able to do it.	support	stance
Should economical growth always be the ultimate goal of every country?	Better care about your family, love her!  Think about it, economical growth or a happy christmas with them?	contradict	stance
Is it effective to censor parts of the media?	As history has shown, it is effective in terms of destruction of human rights.	support	stance
Is democracy the best system available?	easily best way to grow	contradict	stance
Did media ignore crimes from refugees?	Yes, before the insults from cologne, no newspaper reported crimes from refugees. I dont think that before this date no crimes from refugees were committed.	support	stance
Do social networking sites have a positive impact on society?	Yes they have a positive impact, because you are much more connected to others, as you were earlier. More communication means better understanding of others. And better understanding leads to a more peaceful society.	support	stance
Should we allow animal testing for medical purposes?	We need animal testing, even tough it is horrible for the animals.	support	stance
Is it effective to censor parts of the media?	Censorship is not effective.	contradict	stance
Is the legality of assisted suicide desirable?	no why death be allowed like this?	contradict	stance
Is the grading system used in high school effective?	I am glad, that you are able to dance your name, but please dont try to make every other child a softy as well.	support	stance
Is democracy the best system available?	If you look at the history, you will see, that humanity has already tried a lot of different political systems. Democracy has always been the one, where people were the happiest.Therefore i say, yes	support	stance
Is the legality of assisted suicide desirable?	Many other countries already allow it.	support	stance
Should countries disallow people coming from Ebola infected countries to enter?	My dad told my that ebola is just fake news.	contradict	stance
Should economical growth always be the ultimate goal of every country?	Jordan Belfort wrote his book many years ago. So it isn't relevant nowadays.	contradict	stance
Should we allow animal testing for medical purposes?	tessttetttetete	contradict	stance
Should the fight versus the Islamic State include military operations?	If we would be in their situation, we wished that every country which has the appropriate military structure to help would really do that.	support	stance
Should we allow animal testing for medical purposes?	Claim	support	stance
Is plastic surgery an important field of medicine?	Plastic surgery isnt important,  Think of all those poor people that cant afford it.  They shouldnt have to worry about everyone else looking better than them just becasue they are poor.	contradict	stance
Should gorillas be held in zoos	Gorillas are mostly large and strong enough to kill any human so all Gorillas should be kept in Zoos.	support	stance
Is global warming really an issue?	The world is our mother, it is a familiy-member. You would not want to hurt your mother, right?	support	stance
Does school detention do any good in high school?	School detention is great, it was good for me. I did never do homework, thats why my teacher forced me to detention. My grades went up from 3,5 to 2.	support	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	He did a lot of mistakes in the Bundesliga.  But also while Worldcup 2014 he was too offensive. There were better ones.	contradict	stance
Do celebrities get away with more crime than non-celebrities?	the police will not dare to give them a ticket	support	stance
Are humans to blame for certain animal extinctions?	yes, I can see your point. I suppose more hunters in other regions are to blame.	support	stance
Is the Deutsche Post-strike justified?	Yes because every employee should be able to fight for his rights.	support	stance
Should jobs be subcontracted into developing countries?	My father told me about all of damage subcontracting jobs would do to us and it wasn't pretty.	contradict	stance
Do celebrities get away with more crime than non-celebreties?	Those with higher status, better privileges, royal blood or with celebrity status are treated differently than those of general public.	support	stance
Is it justified to develop nuclear energy for commercial use?	I CAN IMAGE THAT SOME  COUNTRIES USE ENERGY CORRECTLY, BUT MANY DO NOT.	contradict	stance
Has anyone been on the moon?	The photos may lead to the conviction nobody has ever been on the moon.	support	stance
Is drug testing athletes justified?	Sure. Every drug should be tested properly.	contradict	stance
Should we allow animal testing for medical purposes?	Animal testing is horrible.	contradict	stance
Is veganism the best for our bodies?	My nutritionist says we don't need meat to eat healthy.	support	stance
Should we allow animal testing for medical purposes?	Animal testing can have serious impacts on researching new technologies for curing diseases in humans.	support	stance
Is the Deutsche Post-strike justified?	Yes and do not ask silly questions.	support	stance
Are single sex schools more effective than co-ed schools?	If my daughters can be in an environment that celebrates girls as intelligent, creative individuals, without the boy craziness, than I will take it.	support	stance
Should Germany deport criminal refugees?	Germany should deal with the criminal refugees there and not force them onto another country. Deal with your problems yourself.	contradict	stance
Should cellphones be used during class?	Yes they should. If you think differently, you have obviously never been in a class.	support	stance
Do school uniforms make school a more effective place to learn?	I like school uniforms... You just don't want it because you can't afford it!	support	stance
Is Microsoft the new Apple?	An arugment like that could only be made by a stupid person, I suppose the grass is blue also?	contradict	stance
Should musicians be payed for streaming music? (by Apple)	It is the duty to legalize the products of musicians so that they can create worthy musics.	support	stance
Did media ignore crimes from refugees?	I helped at a refugee-welcome-station. I didnt see a refugee commit crimes. I think no refugee committed crimes until cologne.	contradict	stance
Is Apple's Swift the new star?	but you still see so many people developing Apple content.	support	stance
Is Apple's Swift the new star?	Of course it's not - everything coming out from Apple have brought developes to frustration and tears..	contradict	stance
Is it justified to develop nuclear energy for commercial use?	Absolutely! Relying on fossil fuels instead simply destroys our planet, nuclear energy is clean. Do it for the human kind!	support	stance
Should the price for milk be increased?	Milk shouldn't increase in price because some mothers can't provide breast milk and need to give milk to their children.	contradict	stance
Should the fight versus the Islamic State include military operations?	I'm totally against it. I don't wanna see new pictures of children who lost their parents because of the bombs of the U.S.	contradict	stance
Should we allow animal testing for medical purposes?	We should allow it.	support	stance
Heavy Metal is the best music ever!	Amen!!! And screw all the other gay motherfuckers who think it's not!!	support	stance
Should Christians accept same sex marriage?	Adherents to a religion should follow the rules.	contradict	stance
Do celebrities get away with more crime than non-celebrities?	Well in germany this is not the case. The legal system works else. The state prosecutors main-task is not to get you in jail, like it is in the USA. He has to investigate into both directions. Thats why the process-costs are less and thats why it is fair. Celebrities have the same chance as the average citizen.	contradict	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Yes, he is so cute. His blonde hair and his broad shoulders, mhh one got to love him. Im sure he was the best goalkeeper of the soccer world cup. How can he not, look at him.	support	stance
Has television destroyed the communication among friends and family?	Yes, people talk less because they are too wrapped up in watching TV.	support	stance
Should countries disallow people coming from Ebola infected countries to enter?	Ill people are dangerous for the world health, so no country should accepted people infected with Ebola.	support	stance
Is drug testing athletes justified?	May be. But not all the times	contradict	stance
Is drug testing athletes justified?	No! After exhausting training and competition, it is too hard to confront the poor athletes with stressful drug testing also.	contradict	stance
Is democracy the best system available?	The vote every person has would carry the same weight, making a democratic form of government built on equality.	support	stance
Is drug testing athletes justified?	sure why should they get to cheat if I can't cheat in my maths test?	support	stance
Is global warming really an issue?	Global temperature have not risen in the past 15 years	contradict	stance
Should Christians accept same sex marriage?	Every human has his right to choose what he wants.	support	stance
Do celebrities get away with more crime than non-celebreties?	No, please stop blaming these poor celebrities. They already have the problem that everyone observes exactly what they do. Im sure they are crying quite often because of the public pressure. If they committed a crime, public pressure would force the judges to imprison them immediately. Humanity is so cruel.	contradict	stance
Should economical growth always be the ultimate goal of every country?	No, economical growth is a tool to establish a good economy, which allows us to live a good life. Growth for a good life,  not life for economical growth.	contradict	stance
Do school uniforms make school a more effective place to learn?	The teachers I speak to also say that it doesnt help to have uniforms.	contradict	stance
Should non-European immigrans in Europe be accepted?	Germany should help immigrants in need. Most of them left their homes not because of social or economical benefits, but because of the war.	support	stance
Is global warming really an issue?	The depth of ice in the Antarctic is increasing, so it's not getting warmer	contradict	stance
Are humans to blame for certain animal extinctions?	Humans don't care enough for living beings.	support	stance
Is plastic surgery an important field of medicine?	Plastic surgery is very important, many people who got involved in severe accidents will tell you this. Think about victims of flames. Their bodies are often unrecognizably destroyed. Plastic surgery gives them their lifes back.	support	stance
Are single sex schools more effective than co-ed schools?	Definitely co-ed!	contradict	stance
Is the Deutsche Post-strike justified?	The strike is not justified, because the DP-workers work less than the average german worker but are paid average. Their conditions are ok.	contradict	stance
Should Germany deport criminal refugees?	They aren't risking anything.	contradict	stance
Should we all home school our kids?	Oh, no, please! Can you imagine how indoctrinated our society would be, if every family teaches their own truth? The real problem is the lack of control over homeschooling and teaching religiously..	contradict	stance
Should the price for milk be increased?	You are such a hippie. If you want to increase the price for milk, go ahead and help the farmers.	contradict	stance
Does school detention do any good in high school?	School detention does more harm than good	contradict	stance
Is it reasonable to be in talks with Baschar al-Assad?	You should try to talk to your opponents - reasonable discussions and knowing why there is a clash of ideas is hard but gets you further than a simple brute force (= war).	support	stance
Is democracy the best system available?	Letting everyone vote is a bad idea.	contradict	stance
Is veganism the best for our bodies?	Veganism is the best for people who sell vegan food.	contradict	stance
Is the Deutsche Post-strike justified?	They have to stop striking. I want my letters.	contradict	stance
Did Titanic really deserve 11 oscars at once?	"Titanic didn't deserve all of those Oscars. Just how the Lion in the animal kingdom doesn't deserve all of that respect. There were plenty of good movies that year that should've won a few of the awards ""Titanic"" won.. Just how the government shouldn't hold all of that power to themselves."	contradict	stance
Should computers be allowed in class rooms?	Maybe that's a problem your child would have, but mine is a genius.	contradict	stance
Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	Christiano Ronaldo played so bad in 2014. He cannot be the best in 2016.	contradict	stance
Should economical growth always be the ultimate goal of every country?	Economical growth should not be the main goal of a country.	contradict	stance
Did Titanic really deserve 11 oscars at once?	Have you ever watched a movie? I think you have no idea of movies.	contradict	stance
Should driving under the influence of alcohol be forbidden?	Imagine you have a little child that dies because a drunken driver causes an accident. Now tell me you dont want to have that forbidden.	support	stance
Should musicians be payed for streaming music? (by Apple)	Apple must pay the royalties for the streaming trial. The musicians don't ask for free iPhones either.	support	stance
Is Christianity a peaceful religion?	History shows that now it is a peaceful religion but converting half the world to it was by the way of killing people./	contradict	stance
Is the oppression of women by men a serious problem?	Maybe there has been some oppression in our country, but nevertheless we are one of the countries with the highest national output	contradict	stance
Should the title of a univsersity-doctor be shown on the identification-card?	Many friends of mine are university-doctors.	support	stance
Is plastic surgery an important field of medicine?	Many people are superficial, and man as such is a social creature. So there is obviously a need for plastic surgeries.	support	stance
Is it effective to censor parts of the media?	Censoring the media will allow a tyrant like Hitler to enact laws without following the constitution and no one will call him out on it (kind of like Pres Obama).	contradict	stance
Do celebrities get away with more crime than non-celebreties?	Most celebrities dont do illegal things. The are busy with acting in movies, engagement in politics, and so on. Why should they risk their good standing in society?	contradict	stance
Is it reasonable to be in talks with Baschar al-Assad?	We might can change him	support	stance
Should musicians be payed for streaming music? (by Apple)	Apple shouldn't pay musicians any royalties for the three-months trial, because they can get rich enough from concerts.	contradict	stance
Is Apple's Swift the new star?	alter wein in neuen schläuchen	contradict	stance
Should we allow animal testing for medical purposes?	Yes we should allow but without harming the animals !	support	stance
Should driving under the influence of alcohol be forbidden?	Its such a shame to drive and drink. I could cry when i hear that you did it. The highway is no place for experiments. It has to be forbidden	support	stance
Should Germany deport criminal refugees?	Pfft, all those refugees are probably criminals anyway.	support	stance
Is television an effective tool in building the minds of children?	TV programs are driven by commercial interest, not science or experts.	contradict	stance
Are single sex schools more effective than co-ed schools?	Co-ed schools... think about what this means. Young boys and girls together in a room, partly without supervision of a teacher. I would not want my daughter to get pregnant while school.	support	stance
Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	Yes, my friend told me he is the best player who ever lived on this planet.	support	stance
Is plastic surgery an important field of medicine?	Plastic surgery is a crucial field of medicine.	support	stance
Should musicians be payed for streaming music? (by Apple)	Apple earns a lot of money with selling music on itunes. If they payed for streaming, more musicians would use their services and apple could earn much more money.	support	stance
Are humans to blame for certain animal extinctions?	Yes humans destroy natural places for their own sake	support	stance
Has television destroyed the communication among friends and family?	My sister is only watching TV and talks less than earlier. TV is bad for communication among family-members.	support	stance
The greek exit from the EU is a necessary step.	The Greek finance minister seems very irresponsible during the negotiations with Euro authorities. It's no wonder that if all Greeks  are alike, they're in a deep crisis now. They should leave Eurozone.	support	stance
Should smoking at home be illegal?	smoking should be illegal because of the devastation that is already caused by greedy corporations that do not care.the corporations have hoped individuals using sinister methods that make it that much more difficult for the individual to break free. When one smokes in his or her home or she not only punishes herself due to these greedy corporations, but those around him or her.	support	stance
Is the legality of assisted suicide desirable?	Once someone told me about how he thinks it's morally OK. So, I am not the only one...	support	stance
Is the Deutsche Post-strike justified?	These poor workers are not paid right. They do have to work like slaves while you capitalists eat sushi in miami.	contradict	stance
Should computers be allowed in class rooms?	How is that bad for their development? This is common sense. Technology is a form of science which is crucial to our future generations to learn.	support	stance
Is nuclear power a reasonable energy source?	It is	support	stance
	Really, nobody has the right to tell me what I can do at my home!	contradict	stance
Should we allow animal testing for medical purposes?	It is the only way to get reliable results	support	stance
Are humans to blame for certain animal extinctions?	Its always the human, right?	contradict	stance
Does school detention do any good in high school?	I disagree, kids should not be allowed to disrespect others depending on their given situation.	support	stance
Should Germany deport criminal refugees?	Yes. Criminals are a danger to Germany's society.	support	stance
Is drug testing athletes justified?	Because atheletes wins b using the drug.Athletics should not win by using the durg they should win only with their effors	support	stance
Did media ignore crimes from refugees?	You worked at ONE station. You cannot have a total overview over all refugees. It is very likely, that they committed crimes as exactly as other population groups.	support	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	Countries shouldn't adopt heavier penalties for drug use.	contradict	stance
Is there a good reason for the American war on terror?	Jesus said: If someone slaps you on one cheek, turn to them the other also. That is exactly what we have to do, not war.	contradict	stance
Should driving under the influence of alcohol be forbidden?	Margot Kaesmann did also drive under the influence of alcohol.	contradict	stance
Should countries disallow people coming from Ebola infected countries to enter?	Disallowing people from Ebola infected countries to enter another country is against human rights.	contradict	stance
Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	He is a good charitable person, so yes he does.	support	stance
Has anyone been on the moon?	No because after their first step on the moon its been decades and no one else went again	contradict	stance
Is the grading system used in high school effective?	My dad told me it was true!	contradict	stance
Should Germany deport criminal refugees?	I believe that Germany should punish any criminals in their own country. Not send them out to be dealt with by another country.	contradict	stance
Will flying cars ever become a reality?	Flying cars will become reality someday.	support	stance
Should countries disallow people coming from Ebola infected countries to enter?	No, let them in. They do all need our help.	contradict	stance
Should high schools provide daycare services for students who have children?	But think about the children!	support	stance
Is nuclear power a reasonable energy source?	My father lived near the Three Mile Island disaster. He says we should stay away from nuclear power.	contradict	stance
Is Christianity a peaceful religion?	By supporting Christians, you're supporting the molestation of children by priests.	contradict	stance
Should we allow animal testing for medical purposes?	No. Fluffy bunnies should play outside instead of being misused as a medical testbed.	contradict	stance
Has anyone been on the moon?	Imagine what the astronauts think and feel, how sorry and sad they must be when they hear people say we haven't been on the moon.	support	stance
Is Turkey ready to join the European Union?	Sure there is alot going on in the Middle East but there is alot going on in the world elsewhere as well.	support	stance
Should high schools provide daycare services for students who have children?	Yes, OF COURSE!!! If you dont take care of the children, they might just do what they want and get criminals or abused on the streets. If you want to protect them provide daycare services.	support	stance
Is the grading system used in high school effective?	The grading system may not be all that great, but school violence is what should really be looked at.	contradict	stance
Is plastic surgery an important field of medicine?	Plastic surgery is great. I trust these doctors. They got the best college-degrees and the best education available.	support	stance
Is Apple's Swift the new star?	Yes, everyone who doesn't use it is just too stupid to understand it.	support	stance
Is television an effective tool in building the minds of children?	Yes because the cute children are our future.	support	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	that is another case. The strict laws are for all drugs which are quite lot and a long list. Removing and adding drugs to that list is a different case	support	stance
Should driving under the influence of alcohol be forbidden?	Messes on the street are hard to clean up and we can't afford more janitors.	support	stance
Is global warming really an issue?	"Remember swine-flu? Years ago this was ""an issue"". Nowadays nobody talks about it anymore. That is all the same."	contradict	stance
Is the legality of abortion desirable?	Sure it's desirable to be able to abort babies at any moment you wish. There are so many things to be happy about in this world, don't you think? It is a gorgeous day outside for instance.	support	stance
Should we allow animal testing for medical purposes?	You are an animal hater, go hurt some puppies!	contradict	stance
Is nuclear power a reasonable energy source?	That is true. However, we cannot be sure others will be responsible.	contradict	stance
Is veganism the best for our bodies?	My dogs says it is!	support	stance
Should countries disallow people coming from Ebola infected countries to enter?	Ebola is the worst disease ever. So many people did already die.. It spread most likely because they eat meat from bush-animals.	contradict	stance
The greek exit from the EU is a necessary step.	Greece does not deserve another financial support from Germany - if you compare the social system (retire age, retire money) in Germany and Greece, it's just ridiculous. They are responsible for the current state and should leave Eurozone.	support	stance
Is there a good reason for the American war on terror?	No, this is an excuse for American politicians to intrude in other countries' issues.	contradict	stance
Is television an effective tool in building the minds of children?	Children should read.	contradict	stance
Is tupac the most influential rapper in history?	No Test for an Argument	contradict	stance
Do we need a global environment task force?	No, because the Ozon layer problem was solved without it. So no need for that!	contradict	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Oh no, forget it, Ronaldo is just such a mannequin. Look at Neuer then - what do you see? Look at him. This is German efficiency 2.0. He's gonna make you cry, make you girlfriend love him and make all other national teams just give up before even touching the ball!	support	stance
Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	"No, and I don't think anyone really deserves such a title with all the FIFA scandal that's been happening. Why don't we worry about the scandal before we bother naming someone ""world's greatest player."""	contradict	stance
Should smoking at home be illegal?	Smoking at home should be legal, and those that think otherwise are conspiracy cases who see the government bogeyman under every rock.	support	stance
Is it effective to censor parts of the media?	Censorship helps protect children.	support	stance
Should economical growth always be the ultimate goal of every country?	Yes, economical growth is everything. A friend of mine is working at the wall street and he said,  that it is either economical growth or death of society.	support	stance
Should the price for milk be increased?	With the actual milk-price the cows can be appropriatly held and the farmers can still achieve some earnings.No.	contradict	stance
Should the fight versus the Islamic State include military operations?	And people who can't get past that and take out the problem are destined to be oppressed. Maybe you should go to a rally and sing some hippy songs.	support	stance
Should we all home school our kids?	Yes, homeschooling, everyone.	support	stance
Is the legality of abortion desirable?	If your mom or sister or friend and she was gang raped by a group of illegals wouldn't you want her to have the chance to have the baby taken care of?	support	stance
Is global warming really an issue?	The world isn't a person!	contradict	stance
Is the legality of abortion desirable?	Yes, because i say so.	support	stance
Did Titanic really deserve 11 oscars at once?	I think Titanic deserve 11 Oscars at once.	support	stance
The greek exit from the EU is a necessary step.	If we throw out one country, all other countries will follow.	contradict	stance
Should computers be allowed in class rooms?	Dont allow them in classroom. A mother from my yoga-team told me children could not learn, when there is a computer nearby.	contradict	stance
Should smoking at home be illegal?	In my region 40 % of the population is smoking. We should protect the non-smokers.	support	stance
Did Titanic really deserve 11 oscars at once?	Actor nothing mater. But the story and the screenplay plays a role.	support	stance
Should economical growth always be the ultimate goal of every country?	No. The modern political theory knows that countries are just a political construction.	contradict	stance
Is the legality of assisted suicide desirable?	If we allow assisting sick people with their suicide, it is soon healthy people who want assisted suicide, as well.	contradict	stance
Should animals have special rights?	What kind of question is that? Of course not, rights were brought up by human mankind to overcome the unjust of the wilderness typical to nature. It's a purely social construct, nothing generally applicable to animals.	contradict	stance
Is the grading system used in high school effective?	My son has developed anxiety because of the continuous grading. It is bad for all students in high school,  too much pressure...	contradict	stance
Is democracy the best system available?	Democracy is peaceful.	support	stance
Are single sex schools more effective than co-ed schools?	Adolescence is hard enough without having to try learning in an environment of hormone-laced competition and distraction.	support	stance
Do social networking sites have a positive impact on society?	Social networking sites do not have a positive impact on society.	contradict	stance
Will flying cars ever become a reality?	The technical expertise is there, having space ships, airplanes etc., and sooner or later humans have alwas used technology to their advantage and to make things more comfortable/easier for them.	support	stance
Should we all home school our kids?	Yes, the kelly family did this, too.	support	stance
Should economical growth always be the ultimate goal of every country?	People who think otherwise are stupid.	support	stance
Should computers be allowed in class rooms?	no there was a separate room wanted in school	support	stance
Do we need a global environment task force?	Who are you that you tell this bullshit? Your argument is totally nonsense...	contradict	stance
Should the title of a univsersity-doctor be shown on the identification-card?	These doctors made some progress for science, i like them.	support	stance
Should the price for milk be increased?	Of course it should. You must be bad at math if you think a farmer could financially survive the current situation on the market.	support	stance
Is tupac the most influential rapper in history?	Tupac Shakur was physically attractive man (although I'm a very poor judge of things like that) and that visual appeal lent him a great deal more attention than it was realized at the time. He was very photogenic and appealed to a wide range of people.	support	stance
Should non-European immigrans in Europe be accepted?	They deserves all the right and  they are efficient and so immigrants can be accepts	contradict	stance
Should Christians accept same sex marriage?	Same-sex couples should have access to the same benefits enjoyed by heterosexual married couples.	support	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Good looks does actually make one more favorable. So I guess he could be considered the best!	contradict	stance
Is there a good reason for the American war on terror?	We should go to war; remember the horrified people leaping from the World Trade Center? If we don't fight, that will happen again.	support	stance
Is tupac the most influential rapper in history?	Tupac Shakur was one of the first solo rap artists to have crossover chart appeal. so i think most influential rapper in history	support	stance
Are humans to blame for certain animal extinctions?	Of course. You throw your garbage into the ocean, dont you? you are responsible for killings. Murderer.	support	stance
Should high schools provide daycare services for students who have children?	Im sure the only thing YOU do is getting children. BETTER GO TO UNIVERSITY AND STUDY!!	contradict	stance
Is it beneficial for the development of young children to study together with people with mental handicaps?	i just a coin game	contradict	stance
Should marijuana be legalized for individual use due to health condition?	There are no studies about the emotional effects and the effects on parents of young children.	contradict	stance
Is the legality of assisted suicide desirable?	I dont know a healthy person that wants to suicide. No healthy person wants this.	support	stance
Should smoking at home be illegal?	Smoking at home is dangerous, as exactly as eating cheese at home or walking up and down stairs. There is no explicit reason to make it illegal.	contradict	stance
Should smoking at home be illegal?	How could you even argue about this thinking about all the little children in chemo because of lung cancer.	support	stance
Should non-European immigrans in Europe be accepted?	yes that is what makes countries grow	contradict	stance
Is Microsoft the new Apple?	Microsoft can't be the new Apple. Apple focuses on innovative design. Microsoft focuses on software for productivity and products that don't have to be innovative in design.	contradict	stance
Are humans to blame for certain animal extinctions?	Humans chop down trees in Brazilian rain forest which kills a lot of animals to extinction.	support	stance
Should animals have special rights?	They are so cute that no one even considers harming them. There is no need to separate us, we are perfectly living together.	contradict	stance
Are single sex schools more effective than co-ed schools?	Yes, single-sex!	support	stance
Is it reasonable to be in talks with Baschar al-Assad?	If we talk to him we may begin to trust him and let out guard down. I just don't think it is worth the risk.	contradict	stance
Should jobs be subcontracted into developing countries?	I'm sure it will help better revenue realization and enhanced returns on investment	support	stance
Is plastic surgery an important field of medicine?	If we continue forcing people to get plastic surgeries done, because of our superficiality, i am done with this society.	contradict	stance
Is Microsoft the new Apple?	Not at all - they've been bringing up some cool stuff recently, but the new Windows 10 is just a disaster, they cannot compare to Apple at all.	contradict	stance
Is television an effective tool in building the minds of children?	Some shows in TV serve educational purposes, but most of them are totally worthless. There is no chance that a mind of a child builds up, when it watches Celebrity-news.	contradict	stance
Should Christians accept same sex marriage?	Christians should accept same sex marriage	support	stance
Is the Deutsche Post-strike justified?	My father says it does not have any effect, so NO!	support	stance
Will flying cars ever become a reality?	Yes, companies are already working on creating cars which are able to fly quite successfully. Thus flying cars will become reality in the near future.	support	stance
Did Titanic really deserve 11 oscars at once?	Yeah. Definitely deserves it.	support	stance
Is global warming really an issue?	Global warming is a phenomenon that is not well understood.	contradict	stance
Should computers be allowed in class rooms?	I don't think these hackers need any encouragement..sending their sexts and snapchats.	contradict	stance
Do school uniforms make school a more effective place to learn?	Yes, school uniforms do create a better learning environment.	support	stance
Should smoking at home be illegal?	do you seriously want people to loose their freedom even at their own home?	contradict	stance
Does school detention do any good in high school?	School detention doesnt do any good in high school because kids these days need to learn how to behave first at home.  School is a place of learning and punishments shouldnt be given out there, parents need to discipline their kids,	contradict	stance
Is plastic surgery an important field of medicine?	Plastic surgery isnt necessary.  God is the greatest and he made everyone to look like he wanted them to.	contradict	stance
	Musicians warm our heart with their music. If you feel alone or whenever you are sad they comfort you. They help you so much, help them, too.	support	stance
Is nuclear power a reasonable energy source?	Alternative energy resources are too expensive.	contradict	stance
Should we all home school our kids?	This would cause significant disadvantages for children from non-academic families.	contradict	stance
Is drug testing athletes justified?	Testing athletes for use of drugs is justified because they are in the public eye.	support	stance
Is it beneficial for the development of young children to study together with people with mental handicaps?	because it's a mean of discovering different way of thinking.	support	stance
Is the legality of abortion desirable?	If a woman was raped nobody has the right to forbid her to abort.	contradict	stance
Is global warming really an issue?	Donald Trump said, that global warming is a lie from left wing terrorists in order to fear us. It is not an issue.	contradict	stance
Is the legality of assisted suicide desirable?	a death can save millions	support	stance
Should high schools provide daycare services for students who have children?	Spending resources on daycare services is a waste.	contradict	stance
Should we allow animal testing for medical purposes?	Humans are no Animals	contradict	stance
Are Quentin Tarantinos movies too violent?	Multiple people always die in a gruesome way in all of his movies. He also makes it look funny.	support	stance
Are single sex schools more effective than co-ed schools?	Yes- just like locker rooms should be single sex, so should schools.	support	stance
Should we allow animal testing for medical purposes?	Animal testing for medical purposes should be allowed.	support	stance
Is veganism the best for our bodies?	give me more points	contradict	stance
Should animals have special rights?	Yes, rights are a good thing, right? They protect us.	support	stance
Should jobs be subcontracted into developing countries?	No, because if one company sends jobs to developing countries, then they all will.	contradict	stance
Should the title of a univsersity-doctor be shown on the identification-card?	My aunt said that doctors only like their titles shown to get respect, so I don't think it's necessary at all.	support	stance
Is the legality of abortion desirable?	yes Argument without content	support	stance
Is there a good reason for the American war on terror?	To find out if there is a reason for the American war on terror let's take a look at the results nearly one and a half decade later.	contradict	stance
Is Apple the new Microsoft?	no its not apple the new microsoft	support	stance
Should animals have special rights?	Im glad you are no mayor, because then your city would collapse.	support	stance
Should economical growth always be the ultimate goal of every country?	Everyone should be as wealthy as possible as rapidly as possible.	support	stance
Is it beneficial for the development of young children to study together with people with mental handicaps?	Yes, my child is mentally challenged.  He says, that it is good for the other, 'normal', children to study with him.	support	stance
Has anyone been on the moon?	If you look at how much money we spend on Welfare you would know we would never blow it on fake money for NASA.	contradict	stance
Should cellphones be used during class?	Cellphones should be banned from class rooms.	contradict	stance
Is there a good reason for the American war on terror?	It's detrimental to society	contradict	stance
Should musicians be payed for streaming music? (by Apple)	test withouz a rel	support	stance
Should we allow animal testing for medical purposes?	I would never hurt a puppy nor ask anyone else to. Pets are not used in animal testing. Again, would you save a diseased rat over yourself?	support	stance
Does school detention do any good in high school?	My son said, that he hates school detention. Therefore it does not do any good.	contradict	stance
Is Apple the new Microsoft?	Both companies create operating systems. Enough said!	support	stance
Should we all home school our kids?	It is best to home school our kids.	support	stance
Should the price for milk be increased?	But think about the cows, they are exploited. Their udder is already sore. Maybe they cry in pain.	support	stance
Should we allow animal testing for medical purposes?	A friend of mine told me that animal testing doesn't do any good anyway.	contradict	stance
Should smoking at home be illegal?	MY Grandpa smoked and said it never hurt his children, so there is no need to do so.	contradict	stance
Is it justified to develop nuclear energy for commercial use?	Nuclear energy can be used for generating electricity	support	stance
Should Germany deport criminal refugees?	The germans are all criminals anyway after the holocaust	contradict	stance
Heavy Metal is the best music ever!	No. It's music of uneducated people. And now go wash your hair.	contradict	stance
Should the price for milk be increased?	Yes,  love the cows and their farmers and pay more.	support	stance
